id,label
16931203,To suspend temporarily the rate of duty on certain sports footwear.
16931201,To suspend temporarily the duty on Poly(urea/formaldehyde/isobutyraldehyde).
16931197,To suspend temporarily the rate of duty on Solvent Orange 115.
16930955,To suspend temporarily the duty on fairway wood heads.
16931193,To suspend temporarily the duty on certain rolling travel bags with a removable backpack or daypack.
16931189,To suspend temporarily the duty on Solvent Violet 13.
16930947,To suspend temporarily the rate of duty on woven fabrics of polyester staple fibers mixed mainly with or solely with man-made filaments.
16930945,To reduce temporarily the rate of duty on certain footwear.
16931183,To suspend temporarily the duty on S-(2-benzothiazolyl)-2-(2-amino-thiazol-4-yl)-2-acetoxyimino thioacetate (Thioester).
16930941,To suspend temporarily the duty on microscopes other than optical microscopes.
16930939,To extend the temporary suspension of duty on C5-8 Perfluorocarbonalkanes.
16930935,"To suspend temporarily the duty on plain shaft sputter bearings without housing (other than spherical bearings), each weighing 260 grams or more."
16931309,"To suspend temporarily the rate of duty on outer soles and heels, of rubber or plastics."
16931305,"To suspend temporarily the duty on 4-Vinylbenzenesulfonic acid, lithium salt."
16931303,To suspend temporarily the rate of duty on certain polycrystalline fibers designed for use in pollution control devices for motor vehicles.
16931301,To renew the temporary suspension of duty on certain twisted yarn of viscose rayon.
16931299,To suspend temporarily the duty on light emitting diode (LED) Tubular LED (TLED).
16931327,To extend the temporary suspension of duty on Tetraconazole.
16931295,"To extend the temporary suspension of duty on mixtures of C5-18 perfluorocarbon alkanes, perfluorocarbon amines, and/or perfluorocarbon ethers."
16931323,"To suspend temporarily the duty on ceramic bases designed for high intensity discharge (HID) lamps, with metal locking pins to allow passage of an electrical current."
16931291,To reduce temporarily the rate of duty on certain machinery for molding unvulcanized rubber for tubeless radial tires.
16931319,To suspend temporarily the duty on 5-bromo-3-sec-butyl-6-methyluracil (Bromacil).
16931313,To suspend temporarily the duty on dimethyl hydrogen phosphite.
16931071,To suspend temporarily the duty on lightweight digital camera lenses measuring approximately 55 mm or more but not over 200 mm.
16931279,To suspend temporarily the duty on certain electric storage batteries.
16930827,To suspend temporarily the rate of duty on certain warp knit open-work fabrics.
16931273,To suspend temporarily the duty on Eptam Technical.
16930823,To suspend temporarily the duty on recombinant staphylococcal protein A (56kDa).
16930821,To extend the temporary suspension of duty on Clothianidin.
16931059,To suspend temporarily the duty on oxyfluorfen.
16930817,To suspend temporarily the duty on parts and accessories of optical instruments and apparatuses.
16931293,To suspend temporarily the rate of duty on Dimethomorph.
16931053,To extend the temporary suspension of duty on Cypermethrin.
16930813,To suspend temporarily the duty on power distributors.
16931049,To extend the temporary suspension of duty on certain plastic fittings of perfluoroalkoxy.
16931287,To suspend temporarily the rate of duty on certain footwear.
16930807,To suspend temporarily the duty on 4-(1-Ethoxyethoxy) styrene-4- (t-butylcarbonyloxy) styrene-4-hydroxystyrene copolymer.
16931045,"To suspend temporarily the rate of duty on certain woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of polyester staple fibers."
16931281,To suspend temporarily the rate of duty on 2-cyclo-hexylidene-2-phenyl-acetonitrile.
16930801,To reduce temporarily the rate of duty on certain girls' trousers and breeches.
16931037,"To amend the Harmonized Tariff Schedule of the United States to make a technical correction relating to sanitary towels (pads) and tampons, diapers and diaper liners for babies and similar articles."
16931035,"To suspend temporarily the rate of duty on Ethanone, 2,2-dimethoxy-1,2-diphenyl-."
16930795,To extend the temporary suspension of duty on Perfluorobutanesulfonyl fluoride.
16931033,To suspend temporarily the rate of duty on p-Toluenesulfonamide.
16931031,To suspend temporarily the rate of duty on plastic laminate sheets.
16931269,To extend the temporary suspension of duty on Ethyl pyruvate.
16931029,To suspend temporarily the rate of duty on Encapsulated Ascorbic Acid.
16931027,To extend the suspension of duty on certain cathode-ray tubes.
16931265,To extend the temporary suspension of duty on Prohexadione calcium.
16931025,To suspend temporarily the rate of duty on Profenofos.
16931263,To extend the temporary suspension of duty on Iprodione.
16931023,To suspend temporarily the rate of duty on Vinyl chloride-Hydroxypropyl acrylate copolymer.
16931261,To renew the temporary suspension of duty on certain artificial filament single yarn.
16931257,To suspend temporarily the duty on mixtures comprising poly(methyl methacrylate) and zinc acetate.
16931017,To suspend temporarily the rate of duty on Acrylate Modified Vinyl acetate-Vinyl chloride copolymer.
16931013,"To suspend temporarily the rate of duty on Hexane, 1,6-dichloro-."
16931251,To suspend temporarily the duty on certain warp knit fabrics.
16931247,To extend the temporary suspension of duty on Flonicamid.
16931007,To extend the temporary suspension of duty on Direct Yellow 119.
16931001,"To extend the temporary suspension of duty on E-5-(4-Chlorobenzylidene)-2,2-dimethyl-1-(1H-1,2,4-triazol- 1-ylmethyl)cyclopentanol."
16931239,To extend the temporary suspension of duty on 2-amino-6-niotrophenol-4-sulfonic acid.
16931715,To extend the temporary suspension of duty on certain turn or turned footwear with outer soles of leather and uppers of leather.
16931711,To suspend temporarily the duty on polycrystalline alumina discharge tubes prefilled with metal halide salts and designated for high intensity discharge (HID) lamps.
16931709,To suspend temporarily the duty on mixtures comprising titanium dioxide and decyl(trimethoxy)silane.
16931707,To extend the temporary reduction of duty on Ethoxyquin.
16931705,"To suspend temporarily the duty on mixtures comprising titanium dioxide, silica, and decyl(trimethoxy)silane."
16931701,To extend the temporary suspension of duty on Pigment Red 185.
16931699,To suspend temporarily the duty on placebos to be used in clinical trials for the drug ASKP1240.
16931697,To suspend temporarily the rate of duty on mixtures of certain types of Triazin.
16931691,To suspend temporarily the duty on cellular plastic sheets for nano-retention filters.
16931687,To suspend temporarily the duty on certain yarn of carded wool.
16931685,To extend and modify the temporary reduction of duty on Methylionone.
16931679,To extend the temporary suspension of duty on Vat Black 25.
16931677,To extend the temporary reduction of duty on certain footwear with uppers of vegetable fibers.
16931673,"To suspend temporarily the duty on solder spheres containing 2 percent or more, by weight, of silver."
16931671,To suspend temporarily the rate of duty on Vinyl acetate-Alkeneoic acid Copolymer.
16931669,To suspend temporarily the duty on light emitting diode (LED) twistable down light modules (TDLM).
16931811,To extend the suspension of duty on certain fluoropolymers.
16931665,"To suspend temporarily the rate of duty on mixtures of 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl -2-naphthalenyl)-ethan-1-one (and isomers)."
16931659,To suspend temporarily the rate of duty on Polyvinylacetate for use in food.
16931657,To extend the temporary suspension of duty on C1-3 Perfluoroalkyl perfluoromorpholine.
16931653,To suspend temporarily the rate of duty on Diacid Modified Vinyl acetate-Vinyl chloride copolymer.
16931649,To suspend temporarily the rate of duty on certain leathered footwear for women.
16931647,To suspend temporarily the duty on acifluorfen.
16931645,"To suspend temporarily the duty on 2,6- Xylidine."
16931641,"To suspend temporarily the rate of duty on certain woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 5404, of yarns of different colors."
16931639,To suspend temporarily the rate of duty on Dichloroacetyl Chloride.
16931635,To suspend temporarily the rate of duty on certain catalytic converter mounting and thermal insulation mats.
16931631,To suspend temporarily the duty on Zoxamide.
16931627,To suspend temporarily the duty on placebos to be used in clinical trials for the drug ASP0777.
16931621,To suspend temporarily the duty on certain pile fabrics.
16931619,To suspend temporarily the duty on manganese ferrite carrier covered with acrylic resin.
16931855,To suspend temporarily the duty on certain smooth nonwoven fiberglass sheets.
16931615,"To suspend temporarily the duty on 2,3-Dichloro-5,6-dicyano-1,4-benzoquinone."
16931853,To suspend temporarily the rate of duty on certain narrow woven fabrics.
16931613,To suspend temporarily the duty on certain non-women's footwear.
16931849,To suspend temporarily the duty on Basic Violet 11:1.
16931609,To extend the temporary suspension of duty on Etoxazole.
16931607,To suspend temporarily the duty on light emitting diode (LED) display modules (LDM).
16931845,To suspend temporarily the rate of duty on Solvent Yellow 160:1.
16931841,To suspend temporarily the duty on certain switchgear assemblies and panel boards specifically designed for wind turbine generators.
16931835,To suspend temporarily the duty on pile fabrics.
16931833,To suspend temporarily the duty on parts and accessories of oscilloscopes and spectrum analyzers.
16931827,To suspend temporarily the duty on certain woven fabrics of synthetic filament yarn.
16931823,To suspend temporarily the rate of duty on Solvent Yellow 195.
16931343,"To suspend temporarily the rate of duty on textile fabrics of man-made fibers impregnated, coated, covered or laminated with polyurethane."
16931817,To suspend temporarily the duty on light emitting diode (LED) drivers.
16931335,To suspend temporarily the duty on certain injection-molded ABS or PP cases or containers to be used for electronic drawing toys or electronic games.
16931333,To suspend temporarily the duty on 2-Aminotoluene-5-sulfonic acid.
16931807,To reduce temporarily the rate of duty on certain girls' shorts.
16931805,"To suspend temporarily the duty on poly(vinyl alcohol), whether or not containing unhydrolyzed acetate groups."
16931803,"To suspend temporarily the duty on AltuglasÎè BS 100 beads, BS 110 beads, and BS 130 beads."
16931801,To suspend temporarily the rate of duty on isomeric mixtures of substituted hydroxy phenyl triazines.
16931799,To suspend temporarily the duty on chlorophyllin.
16931795,To suspend temporarily the rate of duty on certain bamboo kitchen devices.
16931793,To suspend temporarily the duty on Sethoxydim /Nicobifen.
16931791,To suspend temporarily the duty on certain rolling duffel bags without a removable backpack or daypack.
16931789,To extend the temporary suspension of duty on certain wire containing 99.9 percent or more by weight of gold and with dopants added to control wirebonding characteristics.
16931543,To suspend temporarily the duty on plastic mesh for filters.
16931781,To suspend temporarily the duty on cermets for ceramic discharge lamps.
16931779,To suspend temporarily the duty on pigments based on titanium dioxide.
16931539,To extend the suspension of duty on certain cathode-ray tubes.
16931777,To suspend temporarily the duty on certain macroporus adsorpent polymers.
16931537,To suspend temporarily the duty on Disperse Yellow 241.
16931535,To suspend temporarily the rate of duty on Huron Yellow dye.
16931533,To extend the temporary suspension of duty on 2-amino-5-sulfobenzoic acid.
16931771,"To suspend temporarily the rate of duty on Phosphine oxide, phenylbis(2,4,6-trimethylbenzoyl)-."
16931531,To suspend temporarily the duty on certain electric wine bottle openers.
16931763,To suspend temporarily the duty on light emitting diode (LED) down light modules (DLM).
16931523,To suspend temporarily the rate of duty on certain sports footwear.
16931761,To extend the temporary suspension of duty on 4-[(4-aminophenyl)azo]benzenesulfonic acid.
16931521,To extend the temporary suspension of duty on mixtures of indoxacarb and inert ingredients.
16931759,To extend the temporary suspension of duty on Pyridaben Technical.
16931519,To suspend temporarily the duty on certain women's footwear.
16931517,To suspend temporarily the duty on metal screw type bases designed for high intensity discharge (HID) lamps.
16931755,To suspend temporarily the duty on certain swimming pools.
16931513,To extend the temporary suspension of duty on Macroporous poly(divinylbenzene).
16931751,To extend the temporary suspension of duty on liquid crystal display (LCD) panel assemblies.
16931749,To suspend temporarily the duty on Imidan Technical.
16931747,To reduce temporarily the rate of duty on certain forged ring gear components and certain other parts of crankshafts and connecting rods.
16931507,To temporarily syspend the duty on poly(4-(1-isobutoxy ethoxy)styrene-co-4-hydroxystyrene.
16931503,"To suspend temporarily the rate of duty on ""Long pile"" fabrics of man-made fibers."
16931741,To reduce temporarily the duty on golf wedge club heads.
16931501,"To suspend temporarily the duty on certain footwear with outer soles and uppers of rubber or plastics, covering the ankle, other than work footwear."
16931499,"To extend the temporary suspension of duty on low expansion laboratory glassware, and for other purposes."
16931497,To suspend temporarily the duty on plastic mesh for filters (high flow).
16931733,"To reduce temporarily the duty on 3-(difluoromethyl)-1-methyl-N-(3',4',5'- trifluorobiphenyl-2-yl)pyrazole-4-carboxamide."
16931493,To reduce temporarily the rate of duty on Boscalid.
16931491,To renew the temporary suspension of duty on Methyl Hydroxyethyl Cellulose.
16931729,To suspend temporarily the rate of duty on Modified Vinylchloride-Hydroxypropylacrylate copolymer.
16931487,To reduce temporarily the rate of duty on Metconazole.
16931725,To extend the temporary suspension of duty on Dinotefuran.
16931723,To suspend temporarily the duty on 2-Amino-3-cyano thiophene.
16931721,To suspend temporarily the duty on Pigment Yellow 151.
16931719,To suspend temporarily the rate of duty on Reactive Red.
16931219,To suspend temporarily the duty on 11-Aminoundecanoic acid.
16932577,To extend the temporary suspension of duty on certain textured rolled glass sheets.
16930479,To suspend temporarily the duty on certain extrusion presses.
16930691,To reduce temporarily the duty on Problad Plus fungicide.
16932587,To extend the temporary suspension of duty on thiophanate methyl.
16932555,To suspend temporarily the duty on Methane Sulfonyl Chloride.
16931267,To extend the temporary suspension of duty on mixtures of lambda-cyhalothrin.
16932545,To suspend temporarily the duty on Fosamine.
16931765,To suspend temporarily the duty on Captan.
16931047,"To suspend temporarily the duty on parts of gearing, gear boxes, and other speed changers."
16931245,To suspend temporarily the duty on Captan technical.
16931191,To extend the temporary suspension of duty on Oryzalin.
16931743,To extend the temporary suspension of duty on Zinc dimethyldithiocarbamate.
16930963,To suspend temporarily the duty on Methane Sulfonic Acid.
16931061,To suspend temporarily the duty on certain women's footwear.
16930467,Fighting Tax Fraud Act of 2012
16930177,Vocational and Technical Entrepreneurship Development Act of 2012
16930073,"To designate the facility of the United States Postal Service located at 122 North Holderrieth Boulevard in Tomball, Texas, as the ""Tomball Veterans Post Office""."
16930071,"To designate the facility of the United States Postal Service located at 112 South 5th Street in Saint Charles, Missouri, as the ""Lance Corporal Drew W. Weaver Post Office Building""."
16930069,"To designate the facility of the United States Postal Service located at 10 Main Street in East Rockaway, New York, as the ""John J. Cook Post Office""."
16930065,"To designate the facility of the United States Postal Service located at 260 California Drive in Yountville, California, as the ""Private First Class Alejandro R. Ruiz Post Office Building""."
16930041,"To designate the facility of the United States Postal Service located at 8 West Silver Street in Westfield, Massachusetts, as the ""William T. Trant Post Office Building""."
16930159,SOLD Act
16930125,A bill to require the Department of Defense to develop a plan to track and respond to incidents of hazing in the Armed Forces.
16930119,Gender Equality in Combat Act
16930109,STAR Act of 2012
16930113,A bill to suspend temporarily the duty on certain fitness equipment.
16930101,Mobile Device Theft Deterrence Act of 2012
16930061,"To designate the facility of the United States Postal Service located at 15455 Manchester Road in Ballwin, Missouri, as the ""Specialist Peter J. Navarro Post Office Building""."
16930059,"To designate the facility of the United States Postal Service located at 115 4th Avenue Southwest in Ardmore, Oklahoma, as the ""Specialist Micheal E. Phillips Post Office""."
16930055,"To designate the facility of the United States Postal Service located at 67 Castle Street in Geneva, New York, as the ""Corporal Steven Blaine Riccione Post Office""."
16930063,Brian A. Terry Memorial Act
16930051,"To designate the facility of the United States Postal Service located at 500 East Whitestone Boulevard in Cedar Park, Texas, as the ""Army Specialist Matthew Troy Morris Post Office Building""."
16930049,"To designate the facility of the United States Postal Service located at 1100 Town and Country Commons in Chesterfield, Missouri, as the ""Lance Corporal Matthew P. Pathenos Post Office Building""."
16930045,"To designate the facility of the United States Postal Service located at 801 West Eastport Street in Iuka, Mississippi, as the ""Sergeant Jason W. Vaughn Post Office""."
16930037,"A bill to authorize the Administrator of General Services to convey a parcel of real property in Tracy, California, to the City of Tracy."
16930169,S.Amdt.2106
16930167,S.Amdt.2105
16930139,Expressing the sense of the House of Representatives supporting Federal employees.
16930095,"A resolution designating the week of May 20 through May 26, 2012, as ""National Public Works Week""."
16930089,S.Amdt.2100
16930085,S.Amdt.2101
16930079,S.Amdt.2104
16930083,S.Amdt.2102
16930081,S.Amdt.2103
16930121,Rural Hospital and Provider Equity and 340B Improvement Act of 2012
16930163,Sequester Replacement Reconciliation Act of 2012
16930137,United States Leadership to Eradicate Obstetric Fistula Act of 2012
16930133,Clean and Beautiful Communities Act of 2012
16930135,Berryessa Snow Mountain National Conservation Area Act
16930149,Bulletproof Vest Partnership Grant Act of 2012
16930153,Arms Sale Responsibility Act of 2012
16930143,Expressing the sense of the Congress that President Obama's delays in implementing a clear mission for the American space program represent a clear threat to American exceptionalism.
16930127,Freedom From Union Violence Act of 2012
16930093,A resolution recognizing the teachers of the United States for their contributions to the development and progress of our Nation.
16930091,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rules submitted by the Department of the Treasury and the Internal Revenue Service relating to the reporting requirements for interest that relates to the d..."
16930115,A bill to amend the Internal Revenue Code of 1986 to require the use of domestic property to be eligible for certain tax incentives for solar energy.
16930105,Haiti Reforestation Act of 2011
16930097,A bill to award a Congressional Gold Medal to the World War II members of the Civil Air Patrol.
16930123,"A bill to amend title 10, United States Code, to require a plan to ensure the military leadership of the Armed Forces reflects the diversity of the population of the United States, and for other purposes."
16930131,Medical Innovation Prize Fund Act
16930129,Prize Fund for HIV/AIDS Act
16929983,"A concurrent resolution setting forth the President's budget request for the United States Government for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022."
16929977,Establishing the budget for the United States Government for fiscal year 2013 and setting forth appropriate budgetary levels for fiscal years 2014 through 2022.
16929971,"A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013, revising the appropriate budgetary levels for fiscal year 2012, and setting forth the appropriate budgetary levels for fiscal years 2013 through 2022...."
16929969,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013 and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022.
16930003,"A bill to improve provisions of title 23, United States Code relating to the use of HOV facilities."
16930009,A bill to increase the authorized number of Weapons of Mass Destruction Civil Support Teams.
16929965,A bill to suspend temporarily the duty on certain fishing reels.
16930017,"Expressing support for designation of December 12, 2012, as Foster Children's Day."
16929989,"Providing for consideration of the bill (H.R. 4970) to reauthorize the Violence Against Women Act of 1994, and providing for consideration of the bill (H.R. 4310) to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, to p..."
16930023,"To provide for the transfer of the United States Postal Service surplus with respect to certain retirement benefits, and for other purposes."
16930013,Congressional Oversight of Afghanistan Agreements Act of 2012
16930033,US REIT Act of 2012
16929993,Mobile Workforce State Income Tax Simplification Act of 2012
16929985,Security in Bonding Act of 2012
16930025,Recognizing the goals and ideals of National Foster Care Month.
16930007,Synthetic Drug Control Act of 2012
16930005,Synthetic Drug Abuse Prevention Act of 2012
16929999,SMART Jobs Act
16929979,To improve consideration by the Commodity Futures Trading Commission of the costs and benefits of its regulations and orders.
16929975,Small Business Common Application Act of 2012
16929973,"A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022."
16929967,Unfunded Mandates Information and Transparency Act of 2011
16929959,GRANT Act
16929955,"A resolution recognizing that the Governor of the State of Colorado  has proclaimed 2012 as the ""Year of Water""."
16929951,A resolution commemorating the 70th anniversary of Ellsworth Air Force Base.
16929949,"A resolution designating May 19, 2012, as ""National Kids to Parks Day""."
16929995,Black Hills Cemetery Act
16929991,National Blue Alert Act of 2012
16929833,A bill to require the Small Business Administration to submit a regular National Small Business Index to Congress to assess how policies provide incentives or impediments to small business development.
16929559,H.Amdt.1100
16929553,H.Amdt.1107
16929551,H.Amdt.1108
16929549,H.Amdt.1111
16929547,H.Amdt.1102
16929545,H.Amdt.1103
16929543,H.Amdt.1104
16929541,H.Amdt.1105
16929539,H.Amdt.1106
16929561,H.Amdt.1099
16929557,H.Amdt.1101
16929531,H.Amdt.1116
16929529,H.Amdt.1119
16929525,H.Amdt.1124
16929537,H.Amdt.1109
16929535,H.Amdt.1110
16929473,H.Amdt.1126
16929469,H.Amdt.1112
16929465,H.Amdt.1113
16929463,H.Amdt.1114
16929459,H.Amdt.1115
16929457,H.Amdt.1117
16929453,H.Amdt.1118
16929451,H.Amdt.1120
16929449,H.Amdt.1121
16929433,H.Amdt.1122
16929413,H.Amdt.1123
16929399,H.Amdt.1125
16929859,National Womens' High-Growth Business Bipartisan Task Force Act of 2012
16929847,Strengthening Resources for America's Entrepreneurs Act of 2012
16929855,Women's Small Business Ownership Act of 2012
16929825,Graduate Medical Education Reform Act of 2012
16929555,S.Amdt.2112
16929947,S.Amdt.2110
16929823,"Providing for further consideration of the bill (H.R. 4310) to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 2013, and for other purposes...."
16929821,Expressing the sense of the House of Representatives regarding the importance of preventing the Government of Iran from acquiring a nuclear weapons capability.
16929563,Welcoming Business Travelers and Tourists to America Act of 2011
16929925,To amend the Internal Revenue Code of 1986 to extend the election to treat the cost of qualified film and television productions as an expense which is not chargeable to capital account.
16929911,Federal Land Transaction Facilitation Act Reauthorization of 2011
16929565,GPS Act
16929921,Rebuilding American Manufacturing Act of 2012
16929919,Ports as Small Business Incubators Act of 2012
16929837,JOLT Act of 2012
16929579,Ex-PATRIOT Act
16929817,Military Health Care Protection Act of 2012
16929853,"To amend the Mesquite Lands Act of 1986 to facilitate implementation of a multispecies habitat conservation plan for the Virgin River in Clark County, Nevada."
16929851,Chimney Rock National Monument Establishment Act
16929811,Clean Energy Standard Act of 2012
16929807,"A resolution designating May 18, 2012, as ""Endangered Species Day""."
16929567,"A bill to amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian tribes."
16929583,"A bill to address fee disclosure requirements under the Electronic Fund Transfer Act, and for other purposes."
16929523,H.Amdt.1131
16929521,H.Amdt.1132
16929519,H.Amdt.1133
16929517,H.Amdt.1134
16929475,H.Amdt.1127
16929397,H.Amdt.1128
16929393,H.Amdt.1129
16929391,H.Amdt.1130
16929387,H.Amdt.1135
16929377,H.Amdt.1136
16929373,H.Amdt.1137
16929371,H.Amdt.1138
16929369,H.Amdt.1139
16929361,H.Amdt.1141
16929359,H.Amdt.1143
16929355,H.Amdt.1144
16929351,H.Amdt.1140
16929347,H.Amdt.1142
16929401,Expressing the sense of the House of Representatives that Congress should work to eliminate the facilitated sexual exploitation and trafficking of minors over the Internet.
16929383,"Expressing the sense of the House of Representatives that, as part of any agreement on Medicare reform, Medicare should not be changed for any citizens of the United States over the age of 55."
16929367,"Expressing the sense of the House that Village Voice Media Holdings, LLC should eliminate the ""adult entertainment"" section of the classified advertising website Backpage.com."
16929431,End Abuse in Later Life Act of 2012
16929513,Increasing Small Business Lending Act of 2012
16929511,"To amend title 5, United States Code, to provide that spouses and widows or widowers of certain veterans and members of the armed forces receive preference with respect to employment in the competitive service, and for other purposes."
16929499,Veterans Back to Work Act of 2012
16929489,Veterans Access to Capital Act of 2012
16929481,Health Care Price Transparency Promotion Act of 2012
16929441,Federal Prisons Accountability Act of 2012
16929439,Senior Financial Empowerment Act of 2012
16929437,To prevent certain discriminatory taxation of natural gas pipeline property.
16929423,Sunshine in the Courtroom Act of 2012
16929415,Telecommuter Tax Fairness Act of 2012
16929385,Supporting Child Maltreatment Prevention Efforts in Community Health Centers Act of 2012
16929515,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes."
16929493,Charity Care Tax Deduction for Physicians Act of 2012
16929491,Second Amendment Sovereignty Act of 2012
16929485,"Celebrating the centennial of the birth of Senator Henry M. ""Scoop"" Jackson."
16929447,Four Corners Television Access Act of 2012
16929427,Amerasian Paternity Recognition Act of 2012
16929403,Expressing the sense of the House of Representatives regarding the illicit ethnic and religious profiling and surveillance of Muslim American communities by the New York Police Department.
16929379,Supporting the goals and ideals of International Water Safety Day.
16929417,John Hope Franklin Tulsa-Greenwood Race Riot Claims Accountability Act of 2012
16929411,Homeland Security Respect for Life Act
16929505,Small Business Fairness Act of 2012
16929235,To suspend temporarily the duty on certain electric cooktops.
16929225,To suspend temporarily the duty on Uvasorb S130.
16929237,To suspend temporarily the duty on Lanthanum phosphate for use in the production of fluorescent lamps.
16929221,To suspend temporarily the duty on certain tool blocks.
16929319,S.Amdt.2114
16929249,S.Amdt.2117
16929247,S.Amdt.2116
16929245,S.Amdt.2115
16929241,S.Amdt.2118
16928887,S.Amdt.2113
16928871,S.Amdt.2124 to S.Amdt.2123
16928869,S.Amdt.2123
16929339,S.Amdt.2119
16929337,S.Amdt.2120
16929081,"To suspend temporarily the duty on 2,4-Dihydroxy-benzophenone."
16929077,To suspend temporarily the duty on p-Nitrobenzoic Acid.
16929085,To suspend temporarily the duty on certain cupping machines.
16929219,"To suspend temporarily the duty on Pentaerythritol tetrakis(3,5-di-tert-butyl-4-hydroxyhydrocinnamate)."
16929217,To suspend temporarily the duty on certain parts of cupping presses.
16928975,To suspend temporarily the duty on strontium europium halophosphate for use in the production of fluorescent lamps.
16929213,"To suspend temporarily the duty on 1,2-Bis(3-aminopropyl)ethylenediamine, polymer with N-butyl-2,2,6,6-tetramethyl-4-piperidinamine and 2,4,6-trichloro-1,3,5-triazine."
16929211,To suspend temporarily the duty on instant print film for analog photography.
16928967,To suspend temporarily the duty on Yttrium europium oxide for use in the production of fluorescent lamps.
16929205,To reduce temporarily the duty on Benzoyl chloride.
16929201,To reduce temporarily the duty on ferroboron.
16929197,To suspend temporarily the duty on certain textile device covers and stands.
16929193,To suspend temporarily the duty on certain textile device book style covers.
16928953,To suspend temporarily the duty on Calcium chloride phosphate activated by manganese and/or antimony for use in the production of fluorescent lamps.
16929191,"To suspend temporarily the duty on Octadecyl-3-(3,5-di-tert-4-hydroxphenyl)-propionate."
16928951,To suspend temporarily the duty on on Barium magnesium aluminum oxide for use in the production of fluorescent lamps.
16929187,To extend the reduction of duty on N-phenyl-pphenylenediamine.
16928947,"To suspend temporarily the duty on 4-Hydroxy-2,2,6,6-Tetramethylpiperidine-N-oxyl."
16929185,"To extend the suspension of duty on mixtures of N-phenyl-N-((trichloromethyl)thio)- benzenesulfonamide, calcium carbonate, and mineral oil."
16928945,"To suspend temporarily the duty on 2-[2 -hydroxy - 3,5 - di (1,1dimethylbenzyl)phenyl]-2H-benzotriazole."
16928943,To extend the temporary suspension of duty on Allyl pentaerythritol.
16929179,To suspend temporarily the duty on Imidurea.
16929175,"To suspend temporarily the duty on -Phenyl-7-(4,4,5,6-tetramentyl-1,3,2-dioxaborolan-2-yl)-quin oline (OSIP-690520, quinolone boronate)."
16928935,"To suspend temporarily the duty on 1,1'-Methylenebis[3(hydroxymethyl)-2,5-dioxo-4-imidazolidiny ]urea]."
16928969,To suspend temporarily the duty on certain plastic device book style covers.
16928925,America Innovates Act of 2012
16929163,To extend the temporary suspension of duty on Cyanuric chloride.
16929161,"To suspend temporarily the duty on 1,3-bis(3-methyl-2,5-dioxo-1H-pyrrolinylmethyl)benzene."
16928963,"To extend the temporary suspension of duty on 2,2 -(2,5-Thiophenediyl)bis(5-(1,1-dimethylethyl)."
16928919,Transfer Control of Ontario Airport Now Act
16929157,To extend the temporary reduction of duty on Acephate.
16928959,To suspend temporarily the duty on certain horizontally-oriented lead shot machines.
16928913,Violence Against Women Reauthorization Act of 2012
16928955,"To amend the Harmonized Tariff Schedule to modify the tariffs on certain wrist watches, and for other purposes."
16928893,Melanoma Research Act of 2012
16929115,"To suspend temporarily the duty on Butanedioic acid, dimethylester polymer with 4-hydroxy-2,2,6,6-tetramethyl-1-piperdine ethanol."
16928961,"To extend the temporary suspension of duty on Decanedioic acid, bis(2,2,6,6-tetramethyl-4-piperidinyl) ester."
16929109,To suspend temporarily the duty on modified phenolic resin in alkaline solution.
16929107,To suspend temporarily the duty on Antioxidant 3114.
16929105,To suspend temporarily the duty on Fluorescent Brightener CBS-X.
16929103,"To suspend temporarily the duty on 2,2'-Dithiobisbenzothiazole."
16929099,To suspend temporarily the duty on 4-Nitrobenzoyl chloride.
16929097,To suspend temporarily the duty on certain plastic device covers and stands.
16929093,"To suspend temporarily the duty on Phenol 2,4 -bis(1,1-dimethyl ethyl),-phosphite (3:1)."
16929091,To suspend temporarily the duty on Allantoin.
16929089,To suspend temporarily the duty on Di-tert-amyl-2'-hydroxyphenyl) benzotriazole.
16928881,Safeguarding United States Satellite Leadership and Security Act of 2012
16929071,To provide for duty free treatment for certain United States Government property returned to the United States.
16929223,To modify the provisions of the Harmonized Tariff Schedule of the United States relating to returned property.
16928937,To suspend temporarily the duty on certain suspension system stabilizer bars.
16929231,To suspend temporarily the duty on certain fitness equipment.
16928903,"A bill to amend title 10, United States Code, to provide for relief in civil actions for violations of the protections on credit extended to members of the Armed Forces and their dependents."
16929169,Efficient Export Promotion to Help American Businesses Act of 2012
